No;Game Name;Game protocol;Supported since;Verified;By;INTERNATIONAL_ID;FTN_ID
806;Deblur;FreeTrack20;V160;;;23205;032674750FD1B63B4B1E00
807;Diginext;FreeTrack20;V160;;;23165;0327E437168A93B7895500
808;Doublethink;FreeTrack20;V160;;;23250;0328464ECD2ECEEADD9B00
809;End Space;FreeTrack20;V160;;;23275;03298C6351EC0541B58900
810;Go For Launch: Mercury;FreeTrack20;V160;;;23225;032A4139613E6C7910F200
811;Hunting Wild Game;FreeTrack20;V160;;;23210;032B24B33A3DE9644AA600
812;i3dix;FreeTrack20;V160;;;23265;032C186D9CC013EEF68400
813;Inv3rsion;FreeTrack20;V160;;;23170;032D9C6EA428D6440D7A00
814;Kitakyushu Univ;FreeTrack20;V160;;;23245;032E1E74FFF43002711200
815;LWHVR;FreeTrack20;V160;;;23155;032FE902A041F663753A00
816;MS;FreeTrack20;V160;;;23220;033057BE4ABA00F41B0000
817;NPS;FreeTrack20;V160;;;23145;033119034A67900AE32000
818;NTU;FreeTrack20;V160;;;23230;033242762D5CD9491F5C00
819;OSSimTech;FreeTrack20;V160;;;23260;0333A3498349E6BD60C100
820;SEAAT;FreeTrack20;V160;;;23185;0334B167A9690ED8F73300
821;SKKU;FreeTrack20;V160;;;23215;0335EB1AF5882E3E5DCC00
822;SUTD;FreeTrack20;V160;;;23160;033633F20953BCB826EF00
823;Technicolor;FreeTrack20;V160;;;23270;03370882B65696DB3F1100
824;Tecknotrove;FreeTrack20;V160;;;23240;0338E5656CCF17E25ACB00
825;Tourist Bus Simulator;FreeTrack20;V160;;;8130;03395E485D939DF3C8E600
826;Trans Sim;FreeTrack20;V160;;;23285;033AB1354A142CAB9F8F00
827;UCL;FreeTrack20;V160;;;23150;033B9C235BD639F5855E00
828;UMD;FreeTrack20;V160;;;23280;033C4CEE887A176D7B1D00
829;Uni-Hamburg;FreeTrack20;V160;;;23195;033D1923F4C98158E4E300
830;University of Korea;FreeTrack20;V160;;;23235;033E81D5E01D25F0258F00
831;vJoy;FreeTrack20;V160;;;23175;033FBC6527D3DF2DA61600
832;Vox Machinae;FreeTrack20;V160;;;8125;03408C95C383696F38EB00
833;w-hs;FreeTrack20;V160;;;23180;0341D88F5D050D64BB1E00
834;Assetto Corsa Competizione;FreeTrack20;V160;;;8140;0342E4E8A3BB50E1518200
835;CFPT;FreeTrack20;V160;;;23290;0343A93E3293CAF36CE300
836;Escape from Tarkov;FreeTrack20;V160;;;8155;0344F81AF665F954F06900
837;FlyInside Flight Simulator;FreeTrack20;V160;;;8145;034570BE736C991E163800
838;Heavy Duty Challenge;FreeTrack20;V160;;;8180;0346CEBAD1615B9B3DF000
839;Hevelsan;FreeTrack20;V160;;;23315;0347456E97F23237C16400
840;Infinity: Battlescape;FreeTrack20;V160;;;8165;0348762DABEF4CCF7C7D00
841;MS Flight Simulator 2020;FreeTrack20;V160;;;8150;034918ED4805F1FA4B7200
842;Project Wingman;FreeTrack20;V160;;;8185;034A674065C99859032300
843;Pylon Racer;FreeTrack20;V160;;;23325;034BEB4A3DE88FF4196F00
844;Reentry - An Orbital Simulator;FreeTrack20;V160;;;8160;034CF1BBC4316F6D883300
845;Star Wars: Squadrons;FreeTrack20;V160;;;8175;034D4C65426F7385BC9300
846;Stormworks: Build and Rescue;FreeTrack20;V160;;;8170;034EA8DFCAE674B5E23200
847;TrackIR SDK;FreeTrack20;V160;;;1000;034FB5D001A7FFDB7FF700
848;U of Craiova;FreeTrack20;V160;;;23310;0350EEED69C66DD80A0C00
849;U of Tokyo;FreeTrack20;V160;;;23305;03519E5B8AFF6DC551D200
850;X-Wing Alliance;FreeTrack20;V160;;;23320;03520929423DC2DC4FA900
851;XIM;FreeTrack20;V160;;;23295;035347EF0E062076A28000
852;YZView;FreeTrack20;V160;;;23300;03547AF86EBD6A9F0F4C00
853;AIRWARS;FreeTrack20;V160;;;8215;0355FDD3D50D5AA6827300
854;Arma Reforger;FreeTrack20;V160;;;8310;0356F469821FD4D45B5000
855;Burning Lands;FreeTrack20;V160;;;8240;0357C627B286539FBC2700
856;Combat Pilot;FreeTrack20;V160;;;8300;035857EC0DC7CF2F47AC00
857;Construction Simulator;FreeTrack20;V160;;;8260;035983D1CA9E99D6AB8F00
858;Drift Racing Online;FreeTrack20;V160;;;8305;035AE9AFC8D7D4C2914100
859;Earth Analog;FreeTrack20;V160;;;8195;035BCAB24F4C1C86A17C00
860;Everspace 2;FreeTrack20;V160;;;4076;035C221257068D1F149300
861;eXpanSIM;FreeTrack20;V160;;;8230;035DFF7EB81F8A853A6900
862;Frontier Pilot Simulator;FreeTrack20;V160;;;8225;035EB613014C8ABC27E700
863;Frontiers Reach;FreeTrack20;V160;;;8255;035F45D3B6CB3E48298F00
864;Glider Sim;FreeTrack20;V160;;;8275;03608630388D0E6DC0E900
865;Helicopter Gunship D.E.X;FreeTrack20;V160;;;8245;036169350A9FC803785500
866;KartKraft;FreeTrack20;V160;;;8190;03628AC4E0C8DBE189E700
867;KitHack Model Club;FreeTrack20;V160;;;8295;0363EA18BCA921B5060900
868;Le Mans Ultimate;FreeTrack20;V160;;;8290;03645C195DB693F8448800
869;MS Flight Simulator 2024;FreeTrack20;V160;;;8151;0365965F5BA1AE0E41F600
870;Nuclear Option;FreeTrack20;V160;;;8285;036681C0C5168504285700
871;Posture123;FreeTrack20;V160;;;8235;036756FE43E4A4615C3A00
872;Rixer;FreeTrack20;V160;;;8265;0368C7F2C4010E521D9800
873;Sectaris Command;FreeTrack20;V160;;;8315;03692E9E141F792C950A00
874;SnowRunner;FreeTrack20;V160;;;8270;036A260A0E12E695F32900
875;The Bus;FreeTrack20;V160;;;8205;036B8B78E36572E0463400
876;Tiny Combat Arena;FreeTrack20;V160;;;8280;036C1A586F3FF0120D6F00
877;Train Driver 2;FreeTrack20;V160;;;8250;036D57CAC3D975EABE0600
878;Train Sim World 2;FreeTrack20;V160;;;8220;036E5CDED09B7992079800
879;Truck and Logistics Simulator;FreeTrack20;V160;;;8200;036F7990A626B034410900
880;World of Aircraft;FreeTrack20;V160;;;8210;037063BEC471EF8B5EA500
